model,run_id,speaker,utt_start,utt_end,word,word_start,word_end,confidence
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,we're,97.94,98.2,0.7876001
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,just,98.2,98.32,0.76578695
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,talking,98.32,98.56,0.3992911
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,about,98.56,98.72,0.7433231
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,a,98.72,98.76,0.71771747
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,suspended,98.76,99.24,0.53835154
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,license,99.24,99.68,0.6449885
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,we,99.68,99.86,0.81439364
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,can,99.86,100.08,0.817228
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,talk,100.08,100.28,0.8655389
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,about,100.28,100.44,0.4394506
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,that,100.44,100.62,0.7637396
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,but,100.62,100.76,0.8466451
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,if,100.76,100.86,0.8037543
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,you're,100.86,101.04,0.4457373
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,refusing,101.04,101.32,0.7990071
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,to,101.32,101.38,0.8889778
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,give,101.38,101.52,0.77062964
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,me,101.52,101.64,0.8266421
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,your,101.64,101.72,0.6932464
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,name,101.72,101.84,0.5946185
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,you're,101.84,101.94,0.7238841
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,100%,101.94,102.04,0.20745154
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,going,102.04,102.16,0.6422519
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,to,102.16,102.26,0.9271749
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,jail,102.26,102.64,0.41891342
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,i'm,102.64,102.88,0.6755246
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,telling,102.88,103.18,0.48350307
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,you,103.18,103.26572,0.95955354
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,i,103.26572,103.351425,0.99868375
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,don't,103.351425,103.43714,0.65905774
whisper-large,20251117T020632Z_whisper-large_conf80,0.0,97.54,109.46,got,103.43714,103.52286,0.81702524
